"Date","Price","Open","High","Low","Vol.","Change %"
"01/02/2015","162.06","161.31","163.31","161.00","5.53M","1.01%"
"12/31/2014","160.44","160.41","161.50","160.38","4.01M","0.24%"
"12/30/2014","160.05","160.02","160.82","159.79","2.83M","-0.29%"
"12/29/2014","160.51","162.00","162.34","159.45","3.33M","-1.13%"
"12/26/2014","162.34","162.27","163.09","162.01","1.91M","0.32%"
"12/24/2014","161.82","162.88","162.99","161.61","1.87M","-0.26%"
"12/23/2014","162.24","162.23","162.90","161.61","4.04M","0.50%"
"12/22/2014","161.44","158.33","161.91","158.33","4.68M","1.85%"
"12/19/2014","158.51","157.49","160.41","157.49","8.86M","0.53%"
"12/18/2014","157.68","153.58","157.68","153.30","7.30M","3.78%"
"12/17/2014","151.93","151.52","153.31","151.11","5.14M","0.34%"
"12/16/2014","151.41","152.03","154.89","150.50","6.78M","-1.08%"
"12/15/2014","153.06","155.93","156.74","152.84","6.50M","-1.49%"
"12/12/2014","155.38","160.25","160.50","155.33","8.61M","-3.53%"
"12/11/2014","161.07","160.82","162.93","160.52","3.99M","0.35%"
"12/10/2014","160.51","163.01","163.33","160.03","4.08M","-1.52%"
"12/09/2014","162.99","160.84","163.02","160.80","3.87M","0.70%"
"12/08/2014","161.86","163.29","163.29","161.54","2.85M","-0.86%"
"12/05/2014","163.27","163.61","164.50","162.91","3.01M","-0.48%"
"12/04/2014","164.05","164.01","164.50","163.01","3.86M","-0.29%"
"12/03/2014","164.52","162.47","164.52","162.00","6.43M","1.14%"
"12/02/2014","162.67","162.47","162.73","161.64","3.47M","0.70%"
"12/01/2014","161.54","161.64","163.31","161.35","4.17M","-0.39%"
"11/28/2014","162.17","162.75","163.37","161.44","2.41M","0.14%"
"11/26/2014","161.95","161.93","162.10","161.01","3.97M","0.12%"
"11/25/2014","161.76","162.65","163.50","161.56","4.06M","-0.24%"
"11/24/2014","162.15","161.54","163.86","161.06","6.62M","0.76%"
"11/21/2014","160.92","161.83","161.95","160.75","4.08M","0.17%"
"11/20/2014","160.64","160.95","161.50","159.80","4.18M","-0.49%"
"11/19/2014","161.43","162.05","162.10","160.96","3.80M","-0.28%"
"11/18/2014","161.89","164.73","164.75","161.89","5.41M","-1.38%"
"11/17/2014","164.16","164.16","164.97","163.72","4.80M","0.00%"
"11/14/2014","164.16","162.10","164.49","161.69","4.98M","0.84%"
"11/13/2014","162.79","162.00","162.80","161.80","3.24M","0.54%"
"11/12/2014","161.92","162.28","163.00","161.76","3.38M","-0.85%"
"11/11/2014","163.30","163.70","163.90","162.60","3.54M","-0.12%"
"11/10/2014","163.49","161.90","164.47","161.61","4.96M","0.88%"
"11/07/2014","162.07","161.42","162.21","160.85","3.49M","0.38%"
"11/06/2014","161.46","161.28","161.53","160.05","4.07M","-0.22%"
"11/05/2014","161.82","163.13","163.54","161.56","4.10M","-0.51%"
"11/04/2014","162.65","164.34","164.36","162.24","4.25M","-1.04%"
"11/03/2014","164.36","164.25","164.54","163.38","4.69M","-0.02%"
"10/31/2014","164.40","165.48","165.59","163.62","5.82M","0.03%"
"10/30/2014","164.35","163.50","164.62","163.02","3.90M","0.54%"
"10/29/2014","163.46","164.33","164.62","162.76","4.74M","-0.09%"
"10/28/2014","163.60","162.00","163.60","161.80","7.90M","1.07%"
"10/27/2014","161.87","162.00","162.91","161.81","4.99M","-0.13%"
"10/24/2014","162.08","162.08","162.44","161.45","6.65M","-0.06%"
"10/23/2014","162.18","162.12","162.83","161.54","7.60M","0.24%"
"10/22/2014","161.79","162.41","165.41","161.10","11.09M","-0.88%"
"10/21/2014","163.23","166.40","166.68","161.68","20.95M","-3.47%"
"10/20/2014","169.10","166.84","170.33","166.69","23.42M","-7.11%"
"10/17/2014","182.05","181.24","182.84","180.22","4.35M","1.23%"
"10/16/2014","179.84","179.80","181.48","178.69","5.58M","-1.05%"
"10/15/2014","181.75","182.46","183.79","178.75","6.90M","-1.12%"
"10/14/2014","183.80","184.89","185.72","183.59","3.92M","0.15%"
"10/13/2014","183.52","185.49","186.65","183.42","3.60M","-1.30%"
"10/10/2014","185.93","185.86","187.74","185.10","5.09M","-0.26%"
"10/09/2014","186.42","189.12","189.50","186.09","2.63M","-1.55%"
"10/08/2014","189.36","185.97","189.60","185.61","2.99M","1.97%"
"10/07/2014","185.71","187.77","188.12","185.54","2.99M","-1.76%"
"10/06/2014","189.04","189.69","190.89","188.71","2.10M","0.20%"
"10/03/2014","188.67","188.11","189.37","187.56","3.07M","0.94%"
"10/02/2014","186.91","187.66","187.78","186.24","2.28M","-0.14%"
"10/01/2014","187.17","189.91","190.40","186.79","3.72M","-1.40%"
"09/30/2014","189.83","189.64","190.85","189.15","2.93M","0.10%"
"09/29/2014","189.64","188.51","189.96","188.12","2.34M","-0.22%"
"09/26/2014","190.06","188.93","190.33","188.61","2.49M","0.56%"
"09/25/2014","189.01","192.05","192.50","188.97","4.16M","-1.72%"
"09/24/2014","192.31","191.00","192.45","189.88","3.08M","0.36%"
"09/23/2014","191.62","192.75","193.07","191.52","3.30M","-0.77%"
"09/22/2014","193.11","193.72","194.14","192.63","3.32M","-0.46%"
"09/19/2014","194.00","194.54","195.00","193.19","8.85M","0.13%"
"09/18/2014","193.75","192.79","194.13","192.71","2.96M","0.49%"
"09/17/2014","192.80","193.22","193.64","192.30","3.21M","-0.08%"
"09/16/2014","192.96","191.25","193.57","190.82","2.56M","0.60%"
"09/15/2014","191.81","191.42","192.49","190.58","2.46M","0.28%"
"09/12/2014","191.28","191.47","191.60","190.57","2.90M","-0.23%"
"09/11/2014","191.72","191.08","192.78","190.12","2.30M","0.09%"
"09/10/2014","191.54","190.12","192.15","190.10","2.77M","0.82%"
"09/09/2014","189.99","190.34","190.74","189.78","2.40M","-0.08%"
"09/08/2014","190.14","190.75","191.20","189.51","2.53M","-0.55%"
"09/05/2014","191.20","190.53","191.75","190.09","2.26M","0.27%"
"09/04/2014","190.68","191.69","192.69","190.06","2.87M","-0.66%"
"09/03/2014","191.95","192.39","192.95","191.86","1.82M","0.20%"
"09/02/2014","191.56","192.68","192.97","190.93","2.68M","-0.38%"
"08/29/2014","192.30","192.28","192.75","191.14","2.91M","0.16%"
"08/28/2014","192.00","191.47","192.30","190.66","1.50M","-0.13%"
"08/27/2014","192.25","193.03","194.13","191.56","2.19M","-0.38%"
"08/26/2014","192.99","191.02","193.53","191.02","3.18M","0.96%"
"08/25/2014","191.16","191.39","191.81","190.71","1.73M","0.39%"
"08/22/2014","190.41","190.77","191.88","190.29","1.94M","-0.43%"
"08/21/2014","191.23","190.90","192.07","190.50","2.50M","0.59%"
"08/20/2014","190.10","189.86","190.39","189.25","2.18M","0.02%"
"08/19/2014","190.07","190.04","190.25","189.36","2.04M","0.37%"
"08/18/2014","189.36","188.10","189.81","187.76","2.42M","1.06%"
"08/15/2014","187.38","187.85","188.88","186.79","2.82M","-0.27%"
"08/14/2014","187.88","187.57","188.17","186.93","1.93M","-0.04%"
"08/13/2014","187.95","188.00","188.48","187.37","1.80M","0.33%"
"08/12/2014","187.34","187.45","188.69","186.81","1.86M","-0.07%"
"08/11/2014","187.47","187.81","188.36","186.28","2.53M","0.45%"
"08/08/2014","186.63","184.40","186.67","183.58","2.78M","1.26%"
"08/07/2014","184.30","186.64","186.68","183.58","2.71M","-0.90%"
"08/06/2014","185.97","185.36","186.88","184.44","3.85M","-0.60%"
"08/05/2014","187.10","188.75","189.20","186.44","3.31M","-1.34%"
"08/04/2014","189.64","189.35","189.95","188.60","2.13M","0.26%"
"08/01/2014","189.15","190.50","191.50","188.86","5.18M","-1.31%"
"07/31/2014","191.67","192.84","194.29","191.54","4.21M","-1.20%"
"07/30/2014","194.00","195.20","195.99","192.90","3.95M","-0.29%"
"07/29/2014","194.57","195.30","195.89","194.54","3.26M","-0.62%"
"07/28/2014","195.78","194.30","196.40","193.65","3.24M","0.71%"
"07/25/2014","194.40","195.30","195.90","193.79","3.38M","-0.43%"
"07/24/2014","195.24","193.95","195.62","193.75","3.61M","0.83%"
"07/23/2014","193.63","194.11","194.90","193.57","3.58M","-0.24%"
"07/22/2014","194.09","191.59","194.72","191.56","4.85M","1.70%"
"07/21/2014","190.85","191.30","191.70","189.25","4.15M","-0.86%"
"07/18/2014","192.50","191.96","193.44","190.00","8.17M","0.01%"
"07/17/2014","192.49","192.36","195.95","192.00","8.87M","0.07%"
"07/16/2014","192.36","192.24","193.36","190.76","7.82M","2.05%"
"07/15/2014","188.49","189.54","190.08","188.21","4.87M","-0.72%"
"07/14/2014","189.86","188.55","190.44","188.53","4.50M","0.99%"
"07/11/2014","188.00","187.73","188.35","186.71","2.40M","0.16%"
"07/10/2014","187.70","186.44","188.05","186.21","3.18M","-0.38%"
"07/09/2014","188.42","187.68","188.90","186.89","3.31M","0.64%"
"07/08/2014","187.22","187.65","188.08","186.37","3.14M","-0.44%"
"07/07/2014","188.04","187.61","188.27","187.44","2.96M","-0.26%"
"07/03/2014","188.53","188.39","188.81","187.35","2.42M","0.07%"
"07/02/2014","188.39","186.34","188.99","186.17","5.10M","1.09%"
"07/01/2014","186.35","181.70","187.27","181.70","6.64M","2.80%"
"06/30/2014","181.27","181.33","181.93","180.26","4.23M","-0.24%"
"06/27/2014","181.71","179.77","182.46","179.66","4.58M","0.74%"
"06/26/2014","180.37","180.87","181.37","179.27","3.26M","-0.19%"
"06/25/2014","180.72","180.25","180.97","180.06","2.76M","-0.09%"
"06/24/2014","180.88","181.50","183.00","180.65","3.88M","-0.69%"
"06/23/2014","182.14","181.92","182.25","181.00","3.23M","0.32%"
"06/20/2014","181.55","182.59","182.67","181.40","10.69M","-0.69%"
"06/19/2014","182.82","184.12","184.47","182.36","3.55M","-0.42%"
"06/18/2014","183.60","182.04","183.61","181.79","3.94M","0.74%"
"06/17/2014","182.26","181.90","182.81","181.56","2.46M","-0.05%"
"06/16/2014","182.35","182.40","182.71","181.24","3.56M","-0.12%"
"06/13/2014","182.56","182.00","183.00","181.52","2.78M","0.74%"
"06/12/2014","181.22","182.48","182.55","180.91","4.43M","-0.57%"
"06/11/2014","182.25","183.61","184.20","182.01","4.07M","-1.11%"
"06/10/2014","184.29","186.20","186.22","183.82","4.16M","-1.04%"
"06/09/2014","186.22","186.22","187.64","185.96","2.73M","-0.08%"
"06/06/2014","186.37","186.47","187.65","185.90","3.30M","0.21%"
"06/05/2014","185.98","184.66","186.09","183.92","2.86M","0.80%"
"06/04/2014","184.51","184.71","185.45","184.20","2.38M","0.08%"
"06/03/2014","184.37","185.55","185.76","184.12","2.52M","-0.71%"
"06/02/2014","185.69","184.76","186.28","184.67","3.20M","0.72%"
"05/30/2014","184.36","183.38","184.57","182.49","4.62M","0.33%"
"05/29/2014","183.76","183.64","183.78","182.33","2.76M","0.37%"
"05/28/2014","183.08","184.48","184.88","182.94","3.72M","-0.92%"
"05/27/2014","184.78","184.80","185.65","183.93","4.79M","-0.62%"
"05/23/2014","185.94","185.84","186.14","185.31","2.56M","0.14%"
"05/22/2014","185.68","186.45","186.45","185.03","2.22M","-0.38%"
"05/21/2014","186.39","185.85","187.16","184.95","2.99M","0.81%"
"05/20/2014","184.89","186.25","186.70","184.70","3.03M","-1.13%"
"05/19/2014","187.00","186.61","187.13","186.04","3.27M","-0.03%"
"05/16/2014","187.06","186.27","187.41","185.93","3.95M","0.32%"
"05/15/2014","186.46","189.07","189.08","186.18","4.20M","-1.20%"
"05/14/2014","188.72","191.91","191.99","188.17","5.26M","-1.81%"
"05/13/2014","192.19","192.79","193.03","191.76","2.23M","-0.20%"
"05/12/2014","192.57","191.12","193.02","190.94","3.78M","1.31%"
"05/09/2014","190.08","188.98","190.59","188.37","2.26M","0.62%"
"05/08/2014","188.91","189.16","190.57","188.23","2.43M","-0.21%"
"05/07/2014","189.30","189.34","190.30","186.93","3.82M","-0.38%"
"05/06/2014","190.03","190.93","190.95","189.25","3.19M","-0.64%"
"05/05/2014","191.26","191.05","191.49","189.80","2.22M","-0.09%"
"05/02/2014","191.44","193.75","193.84","191.25","3.05M","-1.08%"
"05/01/2014","193.53","196.31","196.74","193.15","3.68M","-1.50%"
"04/30/2014","196.47","194.38","196.86","194.35","4.21M","0.70%"
"04/29/2014","195.11","193.59","195.94","193.41","4.63M","1.02%"
"04/28/2014","193.14","191.14","193.99","190.58","5.64M","1.85%"
"04/25/2014","189.63","190.54","190.67","189.11","3.87M","-0.31%"
"04/24/2014","190.22","192.22","192.22","190.03","4.41M","-0.79%"
"04/23/2014","191.73","191.79","192.41","190.11","4.74M","-0.22%"
"04/22/2014","192.15","192.01","193.00","191.20","3.88M","-0.06%"
"04/21/2014","192.27","189.80","192.81","189.74","5.43M","1.19%"
"04/17/2014","190.01","187.25","190.70","187.01","11.26M","-3.25%"
"04/16/2014","196.40","198.05","198.71","195.00","8.53M","-0.31%"
"04/15/2014","197.02","195.98","197.41","195.42","5.35M","-0.38%"
"04/14/2014","197.77","196.24","198.24","195.88","5.43M","1.32%"
"04/11/2014","195.19","195.04","197.00","194.27","4.84M","-0.25%"
"04/10/2014","195.68","196.06","199.21","195.66","8.43M","-0.49%"
"04/09/2014","196.64","193.88","197.00","193.60","5.49M","1.73%"
"04/08/2014","193.29","193.89","194.17","192.69","5.13M","-0.63%"
"04/07/2014","194.52","191.72","195.31","191.57","6.75M","1.43%"
"04/04/2014","191.77","193.12","193.97","191.28","6.09M","-0.48%"
"04/03/2014","192.69","193.20","193.38","192.35","4.09M","-0.44%"
"04/02/2014","193.55","194.24","194.50","192.49","4.92M","-0.49%"
"04/01/2014","194.50","193.12","195.13","192.78","5.40M","1.04%"
"03/31/2014","192.49","191.64","193.77","191.40","8.54M","1.07%"
"03/28/2014","190.45","189.94","192.62","189.11","5.19M","0.33%"
"03/27/2014","189.83","191.91","192.67","189.32","6.77M","-1.45%"
"03/26/2014","192.62","194.98","195.63","191.96","6.85M","-1.24%"
"03/25/2014","195.04","188.76","195.40","188.70","10.91M","3.61%"
"03/24/2014","188.25","187.43","189.44","187.37","5.74M","0.85%"
"03/21/2014","186.67","188.50","188.70","186.40","12.54M","-0.65%"
"03/20/2014","187.90","184.47","188.26","184.17","5.06M","1.73%"
"03/19/2014","184.71","185.60","186.70","183.50","4.32M","-1.12%"
"03/18/2014","186.81","185.99","187.90","185.54","3.96M","0.54%"
"03/17/2014","185.81","182.66","186.35","182.66","4.94M","1.98%"
"03/14/2014","182.21","183.89","184.29","182.21","5.49M","-0.92%"
"03/13/2014","183.90","186.41","187.00","183.71","4.91M","-1.25%"
"03/12/2014","186.22","186.01","187.45","185.89","4.83M","-0.29%"
"03/11/2014","186.76","187.41","188.45","186.04","4.23M","0.20%"
"03/10/2014","186.39","187.55","188.37","185.85","4.59M","-0.69%"
"03/07/2014","187.68","188.35","188.92","187.18","4.12M","0.02%"
"03/06/2014","187.64","187.37","188.39","186.90","3.82M","0.27%"
"03/05/2014","187.14","186.57","187.95","186.40","3.49M","0.38%"
"03/04/2014","186.44","185.81","187.16","185.68","4.73M","1.18%"
"03/03/2014","184.26","183.33","184.64","182.82","3.95M","-0.49%"
"02/28/2014","185.17","185.38","186.12","183.65","4.67M","-0.05%"
"02/27/2014","185.27","183.83","185.95","183.81","3.83M","0.66%"
"02/26/2014","184.06","183.94","185.28","183.56","3.74M","0.45%"
"02/25/2014","183.23","183.52","184.60","182.88","3.90M","-0.12%"
"02/24/2014","183.45","182.82","185.16","182.82","4.60M","0.36%"
"02/21/2014","182.79","184.25","185.71","182.62","5.70M","-0.80%"
"02/20/2014","184.26","182.96","184.86","182.79","4.97M","0.72%"
"02/19/2014","182.95","182.74","185.65","182.41","4.67M","-0.13%"
"02/18/2014","183.19","183.18","184.00","182.32","4.44M","-0.27%"
"02/14/2014","183.69","181.26","184.43","180.99","4.67M","1.02%"
"02/13/2014","181.84","178.22","182.36","177.86","4.48M","0.89%"
"02/12/2014","180.24","179.52","181.25","179.26","3.98M","0.30%"
"02/11/2014","179.70","176.81","180.39","176.80","4.65M","1.45%"
"02/10/2014","177.14","176.97","177.65","176.25","3.54M","-0.06%"
"02/07/2014","177.25","175.64","177.56","175.07","4.73M","1.48%"
"02/06/2014","174.67","173.97","174.85","173.79","4.29M","0.25%"
"02/05/2014","174.24","172.19","174.97","172.19","4.71M","0.81%"
"02/04/2014","172.84","173.53","173.75","172.36","4.35M","-0.03%"
"02/03/2014","172.90","176.02","176.02","172.72","7.19M","-2.14%"
"01/31/2014","176.68","176.11","177.84","175.34","5.20M","-0.38%"
"01/30/2014","177.36","177.17","177.86","176.36","4.85M","0.54%"
"01/29/2014","176.40","175.98","178.53","175.89","4.97M","-0.25%"
"01/28/2014","176.85","178.05","178.45","176.16","5.34M","-0.59%"
"01/27/2014","177.90","179.60","179.65","177.66","5.21M","-0.97%"
"01/24/2014","179.64","181.25","182.81","179.64","6.94M","-1.69%"
"01/23/2014","182.73","181.43","183.72","180.71","6.97M","0.26%"
"01/22/2014","182.25","181.28","183.50","179.67","13.80M","-3.28%"
"01/21/2014","188.43","190.23","190.39","186.79","11.12M","-0.87%"
"01/17/2014","190.09","188.04","190.81","187.86","7.67M","0.70%"
"01/16/2014","188.76","187.53","188.99","186.80","4.78M","0.54%"
"01/15/2014","187.74","185.82","188.65","185.49","4.83M","0.98%"
"01/14/2014","185.92","185.06","186.43","183.88","4.62M","0.96%"
"01/13/2014","184.16","186.26","186.95","183.86","5.79M","-1.66%"
"01/10/2014","187.26","188.31","188.57","186.28","4.02M","-0.06%"
"01/09/2014","187.38","189.02","189.50","186.55","4.32M","-0.31%"
"01/08/2014","187.97","189.33","189.42","187.26","4.60M","-0.92%"
"01/07/2014","189.71","186.39","190.35","186.38","5.93M","1.99%"
"01/06/2014","186.00","187.15","187.35","185.30","4.07M","-0.34%"
"01/03/2014","186.64","185.83","187.35","185.30","4.06M","0.60%"
"01/02/2014","185.53","187.21","187.40","185.20","4.55M","-1.09%"
"12/31/2013","187.57","186.49","187.79","186.30","3.62M","0.62%"
"12/30/2013","186.41","185.32","186.70","184.67","3.02M","0.72%"
"12/27/2013","185.08","185.84","186.50","184.56","3.38M","-0.15%"
"12/26/2013","185.35","183.56","185.56","183.51","3.33M","1.16%"
"12/24/2013","183.22","181.96","183.50","181.91","1.61M","0.54%"
"12/23/2013","182.23","181.05","182.93","180.61","4.08M","1.23%"
"12/20/2013","180.02","180.12","182.00","180.02","7.66M","-0.11%"
"12/19/2013","180.22","177.88","180.54","177.88","5.93M","0.85%"
"12/18/2013","178.70","176.45","178.74","174.85","5.70M","1.67%"
"12/17/2013","175.76","177.36","177.49","175.12","5.48M","-1.18%"
"12/16/2013","177.85","173.22","178.35","172.73","7.52M","2.92%"
"12/13/2013","172.80","173.52","174.38","172.73","4.18M","-0.33%"
"12/12/2013","173.37","175.06","175.80","173.30","5.67M","-1.04%"
"12/11/2013","175.20","177.00","177.76","175.10","4.09M","-1.08%"
"12/10/2013","177.12","176.90","177.67","176.06","4.13M","-0.19%"
"12/09/2013","177.46","177.99","178.15","176.83","3.80M","-0.12%"
"12/06/2013","177.67","176.70","178.00","176.01","4.74M","0.90%"
"12/05/2013","176.08","176.15","176.86","175.28","4.39M","0.19%"
"12/04/2013","175.74","175.37","177.50","175.16","5.27M","-0.19%"
"12/03/2013","176.08","177.00","178.23","175.64","5.86M","-0.79%"
"12/02/2013","177.48","179.46","179.59","177.12","4.56M","-1.22%"
"11/29/2013","179.68","179.21","180.76","179.00","2.87M","0.40%"
"11/27/2013","178.97","177.83","180.18","177.82","4.60M","0.94%"
"11/26/2013","177.31","178.67","178.94","177.31","5.76M","-0.91%"
"11/25/2013","178.94","180.25","180.75","177.82","7.16M","-1.30%"
"11/22/2013","181.30","183.50","184.99","179.92","7.61M","-1.54%"
"11/21/2013","184.13","185.54","185.75","183.41","4.46M","-0.57%"
"11/20/2013","185.19","185.22","186.24","184.65","3.65M","-0.03%"
"11/19/2013","185.25","184.63","186.20","184.15","4.58M","0.42%"
"11/18/2013","184.47","183.52","184.99","183.27","5.34M","0.70%"
"11/15/2013","183.19","182.38","183.28","181.16","5.18M","0.54%"
"11/14/2013","182.21","180.48","183.20","179.66","6.32M","-0.73%"
"11/13/2013","183.55","182.27","183.55","181.59","4.71M","0.26%"
"11/12/2013","183.07","182.53","184.05","182.26","4.26M","0.10%"
"11/11/2013","182.88","180.19","183.39","180.04","5.22M","1.61%"
"11/08/2013","179.99","178.83","180.08","177.35","6.28M","-0.01%"
"11/07/2013","180.00","179.60","181.39","179.60","5.22M","0.45%"
"11/06/2013","179.19","177.91","179.75","177.78","4.56M","0.75%"
"11/05/2013","177.85","179.54","179.80","177.71","6.10M","-1.34%"
"11/04/2013","180.27","179.90","180.80","179.34","3.48M","0.58%"
"11/01/2013","179.23","179.81","180.34","178.88","3.64M","0.01%"
